Smiles,He,H2,O2,N2,CO2,CH4
*Oc1ccc(*)cc1,1.883661435,2.053078443,1.250420002,0.499687083,1.87909588,0.528306627
*Oc1c(C)cc(*)cc1C,1.77815125,1.930179617,1.068185862,0.278731109,1.698970004,0.263539398
*Oc1c(C)cc(*)cc1C,1.720457143,1.903089987,1.079181246,0.414973348,1.431363764,0.431363764
*Oc1c(C)cc(*)cc1C,2.021189299,2.113420383,1.225309282,0.580924976,1.785329835,0.633468456
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,1.287869165,1.447158031,0.633468456,-0.055517328,1.505149978,-0.017728767
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,0.04906084,-0.250251957,-1.655959333,-2.267877227,-0.982529176,-2.047349803
*CCOC(=O)c1ccc(O*)cc1,-3.029014509,-1.146366385,-3.497750458,-5.040457788,-3.169430577,-1.867696671
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,1.190331698,1.167866618,0.257678575,-0.48148606,0.958093024,-0.304771388
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,1.149219113,1.138448172,-0.013228266,-0.850780887,0.663332542,-0.818018317
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,0.982271233,1.240251155,-0.003964684,-0.815774473,0.579783597,-0.899850354
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,1.113943352,1.063577722,0.146128036,-0.602059991,0.748188027,-0.536937561
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,1.033423755,1.033195635,0.079181246,-0.698970004,0.662757832,-0.744727495
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0.000215237,-0.204626236,-1.509091329,-2.16038655,-1.318759631,-2.029619428
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0.000215237,-0.204626236,-1.509091329,-2.16038655,-1.318759631,-2.029619428
*CC(O)COc1ccc(Cc2ccc(O*)cc2)cc1,0.040633957,-0.228268221,-1.606001342,-2.210022008,-1.049436299,-2.045913386
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,-0.392006942,-0.496528579,-1.907031338,-2.676412931,-1.457938807,-2.009937373
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1,-0.915503066,-1.336148342,-1.920819623,-2.91548038,-2.056196521,-1.966154816
*CC1CC(*)OCO1,0.113943352,-0.274753805,-1.414776173,-2.005775667,-0.795880017,-2.004207907
*CC1CC(*)OC(C)O1,0.397940009,0.305631291,-0.845126789,-1.61985246,-0.283996656,-1.743330645
*CC1CC(*)OC(CCC)O1,0.809016823,0.93818661,-0.154337744,-0.929771094,0.331243131,-1.076112178
*CC1CC(*)OC(CCC)O1,0.826074803,1.246445833,-0.039515013,-0.831415078,0.477121255,-1.000721294
*CC1CC(*)OC(CCC)O1,0.880813592,0.9767975,0.076901529,-0.581232152,0.602059991,-0.509186317
*CC(O)COc1ccc(O*)cc1,-1.241826826,-1.71524229,-2.522879614,-3.162415366,-2.138028844,-1.896144811
*CC(O)COc1ccc(C2CC(C(C)C)CCC2(C)c2ccc(O*)cc2)cc1,0.817714972,0.699370538,-0.347723327,-1.2276617,0.287667933,-1.403903713
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(C)=O,0.436987847,0.517905975,-0.595277477,-1.312375875,0.086112295,-1.408744276
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CCl,0.254079314,0.043901994,-1.304971347,-2.13857205,-0.821671328,-2.065653723
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CC,0.854509197,0.745105768,-0.535963476,-1.312054576,0.046766129,-1.433769032
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,0.614157148,0.553576974,-0.730940079,-1.499054846,-0.085113039,-1.519591083
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1Cl,0.210522466,-0.005911502,-1.253818824,-2.074668209,-0.722900116,-2.045014429
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,-0.215824062,-0.406563783,-1.740083458,-2.558317935,-1.198036094,-2.028129173
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,0.040633957,-0.228268221,-1.606001342,-2.210022008,-1.049436299,-2.045913386
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,0.031782591,-0.238097615,-1.619789627,-2.162297639,-1.128465597,-2.027953908
*CC(COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl)OC(C)=O,0.179600487,0.028474937,-0.885842039,-1.676801661,-0.32096222,-1.739227627
*CC(O)COc1ccc(C(C)(CC)c2ccc(O*)cc2)cc1,0.183327665,0.01593292,-1.318759631,-2.19401523,-0.730020323,-2.085694982
*CC(O)COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1,0.254079314,0.043901994,-1.304971347,-2.13857205,-0.821671328,-2.065653723
*CC(O)COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1,0.254079314,0.043901994,-1.304971347,-2.13857205,-0.821671328,-2.065653723
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(C)=O,0.472872351,0.464280604,-0.810121325,-1.47474288,-0.179463418,-1.587348295
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,0.685059753,0.549295237,-0.907031338,-1.861336555,-0.928531888,-2.055447131
*CC(COc1ccc(O*)cc1)OC(C)=O,-0.164752329,-0.398909456,-1.730940079,-2.556081973,-1.097837203,-2.028129173
*CC(O)COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1,0.234330237,0.045171205,-1.031970075,-1.859974639,-0.552062901,-1.911142132
*CC(O)COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1,0.234330237,0.045171205,-1.031970075,-1.859974639,-0.552062901,-1.911142132
*CC(COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1)OC(C)=O,0.436987847,0.517905975,-0.595277477,-1.312375875,0.086112295,-1.408744276
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.868006437,2.111781984,1.919078092,1.496526687,2.625107726,1.950457661
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.866166896,2.111781984,1.924279286,1.496210316,2.624322635,1.942983758
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.603613613,2.059209107,1.799340549,1.399229854,2.479139237,1.902474941
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.768988066,1.975455172,1.662757832,1.208305964,2.391261832,1.542556433
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,1.736202045,1.961176603,1.633468456,1.028305377,2.492582745,1.345210835
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,1.584331224,1.617267183,0.535037718,-0.280117367,1.322219295,0.01555691
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-1.10208087,-1.419452425,-2.314900215,-3.049242765,-2.005700755,-1.909813708
*c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc(Oc5ccc6nc(*)cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,1.051435618,1.047935081,0.220761654,-0.541175456,0.859913773,-0.429826105
*CC(COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)OC(C)=O,0.000215237,-0.204626236,-1.509091329,-2.16038655,-1.318759631,-2.029619428
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.146128036,-0.101174896,-1.493494968,-2.171984936,-0.823428999,-2.068373679
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.146128036,-0.054709096,-1.404503778,-2.190440285,-0.733591289,-2.07363024
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.17938826,0.037538324,-1.229147988,-1.886056648,-0.522878745,-1.965314886
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.537872026,0.518332575,-0.791494545,-1.484837782,-0.143754599,-1.540196577
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.281033367,0.217080655,-0.876148359,-1.500925013,-0.222935845,-1.605548319
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.603211009,0.54399236,-0.744727495,-1.494850022,-0.097997109,-1.529436376
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.113943352,1.029876858,-0.428609035,-0.969275656,-0.031625367,-0.795067031
*CCOC(=O)c1ccc(C(=O)O*)cc1,2.84509804,2.926639493,2.255272505,2.342422681,2.176091259,2.058515489
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.496979938,0.450009422,-0.824561456,-1.498416568,-0.248782502,-1.609527824
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.020568492,-0.231247941,-1.661991297,-2.240940436,-1.072252543,-2.04846015
*CCOC(=O)c1ccc(C(=O)O*)cc1,-0.153317653,-0.378795822,-1.720417322,-2.538433796,-1.097168031,-2.042353244
*CCOC(=O)c1ccc(C(=O)O*)cc1,-1.087763911,-1.401850604,-2.298813395,-3.037653775,-1.978478244,-1.909813708
*CCOC(=O)c1ccc(C(=O)O*)cc1,-0.207799297,-0.450253201,-1.823908741,-2.572386153,-1.045757491,-2.027018827
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.731970264,0.873787591,0.01830484,-0.559563721,0.749106652,-0.302334246
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.637700348,0.799582568,-0.067900236,-0.599436017,0.808690865,-0.314465428
*CCOC(=O)c1ccc(C(=O)O*)cc1,-2.737422027,-1.146366385,-3.577295283,-4.291817135,-2.936629106,-1.867696671
*CCOC(=O)c1ccc(C(=O)O*)cc1,-0.022276395,-0.236572006,-1.63686475,-2.301029996,-0.795880017,-2.05012567
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.698970004,0.502871069,-0.907685739,-1.602059991,-0.278753601,-1.76687024
*CCOC(=O)c1ccc(C(=O)O*)cc1,1.119186408,1.100691833,0.126299844,-0.566343417,0.900012028,-0.511937558
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.75988947,0.871633359,0.022276395,-0.56132741,0.74161854,-0.302585786
*CCOC(=O)c1ccc(C(=O)O*)cc1,1.875061263,1.891293178,0.833784375,0.017703637,1.505149978,-0.349334675
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.852039041,0.920011695,0.064996235,-0.519085756,0.610548102,-0.393371621
*CCOC(=O)c1ccc(C(=O)O*)cc1,1.174274857,1.280228273,0.342422681,-0.301029996,1.184691431,-0.038907349
*CCOC(=O)c1ccc(C(=O)O*)cc1,1.174274857,1.280228273,0.342422681,-0.301029996,1.184691431,-0.038907349
*CCOC(=O)c1ccc(C(=O)O*)cc1,-0.388765676,-0.508383634,-1.886056648,-2.657577319,-1.466582119,-2.009937373
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.267780922,0.052910396,-1.266053281,-2.111748592,-0.804151178,-2.049190492
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.003893448,-0.173925197,-1.537602002,-2.17554814,-1.266053281,-2.032395294
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.672097858,0.568201724,-0.907623694,-1.795880017,-0.920818754,-1.995076157
*CCOC(=O)c1ccc(C(=O)O*)cc1,-0.01566444,-0.22851763,-1.658664415,-2.296364762,-0.815450519,-2.051236016
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.027440279,-0.223851306,-1.625541087,-2.189207317,-1.102545839,-2.034142331
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.098275838,-0.165554134,-1.455931956,-2.185811012,-0.801549664,-2.054962155
*CCOC(=O)c1cccc(C(=O)O*)c1,-0.003887576,-0.193227172,-1.529203527,-2.26271655,-1.344669442,-2.049015323
*CCOC(=O)c1cccc(C(=O)O*)c1,-0.912319127,-1.397167285,-1.823349591,-2.906957289,-2.130718746,-1.966154816
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,0.269979677,0.14819897,-1.033776128,-1.848694431,-0.553929064,-1.900530883
*CC1CCC(COC(=O)c2ccc(C(=O)O*)cc2)CC1,0.83213371,0.743683711,-0.614221673,-1.34946438,0,-1.459184311
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.167981845,0.01564546,-1.324511092,-2.197007703,-0.7000571,-2.092618287
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.183327665,0.01593292,-1.318759631,-2.19401523,-0.730020323,-2.085694982
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-0.155835772,-0.388160566,-1.73003624,-2.538433796,-1.100610268,-2.028129173
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-0.932223346,-1.313031767,-2.045757491,-2.947740379,-1.994390782,-1.966154816
*CCCCCC(=O)O*,1.46686762,1.719331287,1.403120521,0.978180517,2.459392488,1.354108439
*OC(C)CC(*)=O,0.197273765,-0.216603706,-1.084121984,-1.663832852,-0.318758763,-1.709806595
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,1.491361694,1.612996728,0.5711401,-0.231357563,1.332283664,0.033423755
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,1.505149978,1.632031405,0.545047315,-0.25740611,1.278753601,-0.00190575
*CCCCCC(=O)N*,-3.15490196,-1.146366385,-4.744727495,-5.397940009,-4.26760624,-1.867696671
*CCCCCC(=O)N*,-3.15490196,-1.146366385,-5.096910013,-5.698970004,-4.508638306,-1.867696671
*CCCCCC(=O)N*,0.155056679,-0.169922162,-1.096910013,-1.671343574,-0.301029996,-1.71973696
*CCCCCC(=O)N*,-0.274088368,-0.417563448,-1.734685557,-2.60291971,-1.27572413,-2.013268412
*CCCCCC(=O)N*,1.199594992,1.263649694,0.579783597,0,1.204119983,-0.097610625
*CCCCCC(=O)N*,-0.338916501,-0.509450939,-2.022276395,-2.552841969,-1.494850022,-2.009937373
*CCCCCC(=O)N*,0.152547024,-0.055517328,-1.405684324,-2.190599092,-0.737105684,-2.071082866
*CCCCCC(=O)N*,0.115713963,-0.267726055,-1.413750361,-2.001087096,-0.796967113,-2.004763081
*CCCCCC(=O)N*,-0.970802472,-1.267144326,-2.218055761,-2.999450483,-1.876148359,-1.966154816
*CCCCCCCC(=O)N*,-0.804266352,-1.514420523,-1.762205007,-2.804266352,-2.658664415,-1.966154816
*CCCCCCCCCCCC(=O)N*,-0.514420523,-1.267622325,-1.597394758,-2.691456928,-2.39184852,-2.00771668
*NC(CCC(=O)OC)C(*)=O,0.583491732,0.785329835,-0.091514981,-0.638272164,1.025305865,-0.258745224
*NC(CCC(=O)OCc1ccccc1)C(*)=O,0.391842373,0.383815366,-0.552841969,-1.22184875,0.222716471,-1.288543852
*NC(CCC(=O)O)C(*)=O,-2.045409153,-0.920818754,-3.22184875,-4,-2.22184875,-1.867696671
*NC(CC(C)C)C(*)=O,1.572769207,1.733197265,0.935003151,0.283301229,1.583198774,0.323464496
*NC(CCCCNC(=O)OCc1ccccc1)C(*)=O,-0.112110277,-0.366531544,-1.698970004,-2.522878745,-1,-2.042353244
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.53529412,0.449967702,-0.860120914,-1.698970004,-0.577501878,-1.880224882
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.534026106,0.448594157,-0.850780887,-1.718966633,-0.621843501,-1.876757568
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.545307116,0.460762642,-0.970616222,-1.931814138,-0.752215097,-2.043913518
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.557507202,0.453228564,-0.818156412,-1.661543506,-0.453144106,-1.828317396
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.530255852,0.643452676,-0.397940009,-1,0.255272505,-1
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.281033367,0.217080655,-0.876148359,-1.500925013,-0.222935845,-1.605548319
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.165151273,0.031257694,-1.184854827,-1.9339802,-0.58575487,-1.982639221
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.199231063,1.016711692,-0.400929484,-0.940477415,0.089922803,-0.818665394
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.22314322,0.998850361,-0.402014359,-0.92828498,0.082559611,-0.786965097
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.08773905,1.055138806,-0.414662299,-0.954934404,0.015592504,-0.809579519
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.137713025,1.045322979,-0.418633356,-0.969485354,-0.008773924,-0.827403156
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.543141055,0.433390383,-0.82896717,-1.595625881,-0.264327655,-1.733546208
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.137713025,0.00643411,-1.033683113,-1.91226095,-0.543092127,-1.927335109
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.528399617,0.851258349,0.40654018,-0.096910013,1.079181246,0.389950259
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,0.139283706,-0.082341167,-1,-1.690591083,-0.344669442,-1.748097004
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-1.497750458,1.308543072,-0.60199051,-1.503236356,0.16917462,-0.63311031
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,1.890645078,2.033423755,1.071882007,0.25423162,1.670331522,0.231443648
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,0.881577268,0.73534225,-0.48148606,-1.297586241,0.082218844,-1.442786202
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,0.973127854,0.737076206,-0.387216143,-1.292429824,0.123851641,-1.443697499
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,0.603211009,0.54399236,-0.744727495,-1.494850022,-0.097997109,-1.529436376
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.295550342,1.408089865,0.447158031,-0.123735028,1.176091259,-0.077682824
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.852479994,1.895105248,0.876794976,0.123851641,1.477121255,-0.270314764
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,0.431363764,0.527651791,-0.658729649,-1.334182436,0.017033339,-1.453705817
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,0.531478917,0.536347947,-0.547925801,-1.302009786,0.204119983,-1.33279777
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,2.270772862,2.536558443,1.795880017,1.156664456,2.647695513,1.340093815
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,2.408184001,2.63748973,1.939519253,1.816013498,2.805178506,2.066557768
*OC1C(C)(C)C(OC(*)=O)C1(C)C,1.875061263,1.891293178,0.833784375,0.017703637,1.505149978,-0.349334675
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,0.276139985,1.593673657,0.977723605,0.477121255,1.707644403,0.924279286
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.045763123,1.046355614,0.146128036,-0.522878745,0.903089987,-0.456342955
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.031855912,0.991612425,0.176091259,-0.638272164,0.77815125,-0.473356676
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.187520721,1.249004138,0.354211842,-0.235423009,1,-0.063244336
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.146128036,1.086980249,0.170261715,-0.539102157,0.812913357,-0.552841969
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.042004622,1.039411299,0.176091259,-0.522878745,0.903089987,-0.444325265
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.045119013,1.013090551,0.230448921,-0.537602002,0.8330949,-0.418990933
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.031855912,0.991612425,0.176091259,-0.638272164,0.77815125,-0.473356676
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.826598819,2.62324929,0.531478917,-0.657577319,1.021189299,-0.399390713
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.08430147,1.130333768,0.255272505,-1,0.875061263,-0.730614789
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,0.560369772,1.118909635,0.698970004,0.162229225,1.176091259,0.520289255
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.029383778,1.046888959,0.177640965,-0.556893578,0.86923172,-0.513957442
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,3,3.079181246,2.146128036,1.477121255,2.903089987,1.677685348
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.12520621,1.086437508,0.160579093,-0.561249143,0.828015064,-0.537630473
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,0.874861212,0.74808748,-0.522878745,-1.311811188,0.037426498,-1.428913507
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,0.232868286,0.087077477,-0.958607315,-1.795880017,-0.574537977,-1.858154712
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,1.041373958,1.346401125,0.773786445,0.227766361,1.418301291,0.492137103
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,1.633468456,1.821901935,0.991597975,0.354755417,1.462397998,0.357084002
*CCCCCCCCCCOC(=O)O*,0.691285489,0.964706371,0.464329232,-0.019907946,1.101575246,0.450643252
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,1.074998945,1.051761516,0.26245109,-0.354333938,0.936513742,-0.107210668
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,1.113943352,1.113943352,0.113943352,-0.585026652,0.875061263,-0.522878745
*CCC1CC(=O)N(*)C1=O,1.027149241,1.436440425,1.327971624,0.416833135,1.068334313,0.519641858
*C[Si](*)(C)C,2.069614749,2.305902969,1.995635195,1.602059991,2.737988654,2.113943352
*CCC[Si](*)(C)C,0.276139985,1.593673657,0.977723605,0.477121255,1.707644403,0.924279286
*O[Si](*)(C)C,1.578797443,1.977069763,1.721246399,1.282189305,2.408553334,1.691464556
*O[Si](*)(C)C,2.40654018,2.812244697,2.632457292,2.367355921,3.51054501,2.717492135
*N=P(*)(Oc1ccccc1)Oc1ccccc1,0.667452953,0.8641117,-0.013228266,-0.569871336,0.674861141,-0.315090365
*CCc1ccc(*)cc1,0.022763543,0.176650409,-0.740083458,-1.266053281,0.130644111,-1.320983906
*CCc1ccc(*)cc1,0.022763543,0.176650409,-0.744728363,-1.266053281,0.130644111,-1.322602414
*CCc1ccc(*)c(C)c1,0.171324942,-0.002248193,-1.236090057,-1.810121325,-0.579672404,-1.91622039
*CCc1ccc(*)c(C)c1,0.171377959,-0.002248193,-1.244863982,-1.80687627,-0.578396942,-1.917031459
*CCc1ccc(*)c(CC)c1,0.633633225,0.633141662,-0.301591606,-1.05045348,0.275347645,-1.215735589
*CCc1ccc(*)c(CC)c1,0.616727811,0.633141662,-0.301591606,-1.044825395,0.275347645,-1.20047644
*CCc1ccc(*)c(C#N)c1,0.289954844,0.247734884,-1.05045348,-1.88472513,-0.520086714,-1.941271669
*CCc1ccc(*)c(C#N)c1,0.288890867,0.247734884,-1.044825395,-1.88277601,-0.522879614,-1.935368542
*CCc1ccc(*)c(Cl)c1,0.295583643,0.079180377,-1.33300007,-2.111151321,-0.893667376,-2.066013934
*CCc1ccc(*)c(Cl)c1,0.329726644,0.079180377,-1.318759631,-2.221849618,-0.898963716,-2.103359421
*CCc1ccc(*)c(Br)c1,-0.535027525,-0.347723327,-1.634030066,-3.111151321,-1.457938807,-2.013823586
*CCc1ccc(*)c(Br)c1,-0.562008558,-0.347723327,-1.619789627,-3.221849618,-1.443698368,-2.013823586
*CCc1cc(Cl)c(*)c(Cl)c1,0.542449099,0.500117514,-0.740083458,-1.567083276,-0.106829947,-1.604334853
*CCc1cc(Cl)c(*)c(Cl)c1,0.534355366,0.49661977,-0.744728363,-1.568325894,-0.106829947,-1.60853568
*C1CCCCC1*,4.250420002,4.565847819,4.785329835,4.301029996,4.645422269,4.544068044
*CC(*)[Si](C)(C)C,2.136720567,2.280651667,1.383749927,0.804511963,1.90330241,0.981082594
*CC(*)[Si](C)(C)C,2.001677752,2.182352383,1.540329475,1.039572842,2.217273326,1.249351533
*CC(*)[Si](C)(C)C,2.255272505,2.301029996,1.643452676,1.041392685,2.278753601,1.255272505
*CC(*)[Si](C)(C)C,2.155192386,2.301029996,1.51851394,0.903089987,2.278753601,1.113943352
*C(Cl)=C(*)c1ccccc1,1.541579244,1.651278014,0.903089987,0.230448921,1.785329835,0.414973348
